,Nome,CGC,Endereco
518,"BELA VISTA, SP",0240-2,"avenida brigadeiro luis antonio num 900 - bela vista 13181 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0240-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
519,"BELAS ARTES, SP",4050-9,"avenida da consolacao num 2382 - consolacao 13021 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4050-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
520,"BELENZINHO, SP",0241-0,"largo sao jose do belem num 160 - belenzinho 305740 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0241-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
521,"BERRINI, SP",2862-2,"avenida av engenheiro luiz carlos berrini num 550 - cidade moncoes 4571925 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2862-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
522,"BOM RETIRO, SP",4077-0,"rua da graca num 121/127 - bom retiro 11251 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4077-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
523,"BORBA GATO, SP",0269-0,"avenida adolfo pinheiro num 2019 - santo amaro 4733400 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0269-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
524,"BORGES LAGOA, SP",3006-6,"rua borges lagoa num 1151/1159 - vila clementino 403833 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3006-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
525,"BRAS, SP",0242-9,"largo da concordia num 211 - bras 301210 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0242-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
526,"BRASILANDIA, SP",4988-3,"rua parapua num 1365 - itaberaba 28311 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4988-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
527,"BRIGADEIRO, SP",2899-1,"avenida brigadeiro luis antonio num 580 - bela vista 13180 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2899-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
528,"BROOKLIN, SP",0612-2,"rua barao do triunfo num 491 - brooklin paulista 46021 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0612-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
529,"BUTANTA, SP",1221-1,"avenida professor francisco morato num 1388 - butanta 5513100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1221-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
530,"CAMBUCI, SP",0243-7,"rua climaco barbosa num 116 - cambuci 15230 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0243-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
531,"CAMPO DE MARTE, SP",2925-4,"rua doutor cesar num 850 - santana 20133 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2925-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
532,"CAMPO LIMPO, SP",1365-0,"estrada do campo limpo num 3877 - campo limpo 57771 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1365-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
533,"CANGAIBA, SP",4067-3,"avenida cangaiba num 1345 - cangaiba 371112 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4067-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
534,"CAPAO REDONDO, SP",4071-1,"estrada de itapecerica num 3429 - capao redondo 58354 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4071-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
535,"CARLOS SAMPAIO, SP",1679-9,"avenida paulista num 302 - bela vista 13100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1679-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
536,"CASA DE PEDRA, SP",1656-0,"avenida coronel sezefredo fagundes num 2284 - tucuruvi 23062 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1656-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
537,"CASA VERDE, SP",0244-5,"rua doutor cesar castiglioni junior num 91 - casa verde 25150 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0244-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
538,"CENTRAL PLAZA SHOPPING, SP",4159-9,"rua doutor francisco mesquita num 1000 - quinta da paineira 31531 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4159-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
539,"CENTRO EMPRESARIAL, SP",4155-6,"avenida maria coelho aguiar num 215 - jardim sao luis 58050 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4155-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
540,"CHACARA FLORA, SP",3088-0,"rua estuario num 36 - santo amaro 4645100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3088-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
541,"CHACARA SANTO ANTONIO, SP",3055-4,"rua alexandre dumas num 1232 - chacara santo antonio (zona sul) 47172 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3055-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
542,"CIDADE ADEMAR, SP",4631-0,"avenida cupece num 3255 - cidade ademar 43651 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4631-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
543,"CLELIA, SP",1372-2,"rua clelia num 1619 - lapa 50421 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1372-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
544,"CLINICAS, SP",1597-0,"rua teodoro sampaio num 429 - jardim america 54050 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1597-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
545,"CONJUNTO NACIONAL SAO PAULO, SP",4241-2,"avenida paulista num 2083/2093 - cerqueira cesar 1311940 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4241-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
546,"CONSOLACAO, SP",0689-0,"rua da consolacao num 75 - consolacao 13010 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0689-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
547,"CORIFEU DE AZEVEDO MARQUES, SP",3291-3,"avenida corifeu de azevedo marques num 1506 - butanta 55821 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3291-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
548,"CURSINO, SP",2472-4,"avenida do cursino num 2957 - saude 4133300 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2472-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
549,"CURUCA, SP",4094-0,"avenida marechal tito num 1587 - sao miguel paulista 80220 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4094-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
550,"DOMINGOS DE MORAES, SP",2994-7,"rua domingos de morais num 1302 - vila mariana 4010200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2994-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
551,"DR ZUQUIM, SP",4128-9,"rua doutor zuquim num 1844 - santana 203522 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4128-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
552,"ERMELINO MATARAZZO, SP",4048-7,"rua maria jovita da conceicao num 56 - jardim belem 3809150 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4048-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
553,"ESTACAO SAO JOAQUIM, SP",1349-8,"rua vergueiro num 128 - liberdade 15040 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1349-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
554,"ESTADOS UNIDOS, SP",2887-8,"rua estados unidos num 1898 - jardim america 14272 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2887-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
555,"ESTELA CHAVES, SP",1609-8,"avenida aclimacao num 94 - aclimacao 15310 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1609-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
556,"FARIA LIMA, SP",1813-9,"avenida brigadeiro faria lima num 1355 - pinheiros 1452919 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1813-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
557,"FAZENDA DA JUTA, SP",4789-9,"avenida sapopemba num 11477 - jardim adutora 398910 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4789-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
558,"FILHOS DA TERRA, SP",4532-2,"avenida antonelo da messina num 1175 - tremembe 23180 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4532-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
559,"FORUM RUY BARBOSA, SP",3011-2,"avenida marques de sao vicente num 121 - varzea da barra funda 11391 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3011-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
560,"FUNCHAL, SP",3097-0,"rua funchal num 491 - vila olimpia 455160 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3097-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
561,"GRAJAU, SP",3216-6,"avenida dona belmira marin num 1117 - parque brasil 484610 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3216-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
562,"GRANJA JULIETA, SP",1816-3,"avenida santo amaro num 7237 - granja julieta 4701200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1816-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
563,"GUAIANASES, SP",4031-2,"rua salvador gianetti num 436 - guaianazes 84100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4031-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
564,"GUAICURUS, SP",0257-7,"rua guaicurus num 1365 - lapa 50332 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0257-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
565,"GUARAPIRANGA, SP",1598-9,"avenida de pinedo num 228 - socorro 47640 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1598-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
566,"HEITOR PENTEADO, SP",1087-1,"rua heitor penteado num 1010 - vila madalena 5438100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1087-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
567,"HELIOPOLIS, SP",4843-7,"estrada das lagrimas num 1760/1768 - ipiranga 42320 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4843-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
568,"HIGIENOPOLIS, SP",1652-7,"rua doutor veiga filho num 35 - higienopolis 12291 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1652-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
569,"IGUATEMI, SP",2962-9,"avenida brigadeiro faria lima num 2587 - jardim paulistano 1452924 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2962-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
570,"IMIRIM, SP",1368-4,"avenida imirim num 1271 - imirim 2465100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1368-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
571,"INDIANOPOLIS, SP",2097-4,"avenida indianopolis num 3213 - indianopolis 40636 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2097-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
572,"INTERLAGOS, SP",4010-0,"avenida interlagos num 3610 - jardim campo grande 46606 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4010-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
573,"IPIRANGA, SP",0252-6,"rua silva bueno num 1884 - ipiranga 42081 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0252-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
574,"ITAIM PAULISTA, SP",1653-5,"avenida marechal tito num 4207 - itaim paulista 8115100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1653-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
575,"ITAIM, SP",0254-2,"rua joaquim floriano num 446 - itaim bibi 45342 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0254-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
576,"ITAQUERA, SP",1086-3,"rua americo salvador novelli num 427 - itaquera 821090 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1086-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
577,"ITINGUCU, SP",1567-9,"rua itingucu num 2232 - penha de franca 36581 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1567-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
578,"JABAQUARA, SP",1367-6,"rua farjalla koraicho num 611 - jabaquara 4321130 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1367-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
579,"JAGUARE, SP",4085-1,"avenida presidente altino num 832/833 - jaguare 53232 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4085-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
580,"JARDIM ANGELA, SP",3280-8,"estrada do m boi mirim num 4153 - jardim das flores 490523 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3280-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
581,"JARDIM BONFIGLIOLI, SP",2167-9,"praca isai leiner num 89/93 - jardim bonfiglioli 5592140 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2167-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
582,"JARDIM BRASIL, SP",2964-5,"rua roland garros num 1551 - jardim brasil (zona norte) 22351 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2964-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
583,"JARDIM CAMARGO NOVO, SP",4632-9,"avenida academia de sao paulo num 310 e 312 - jardim camargo novo 8121400 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4632-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
584,"JARDIM DA SAUDE, SP",0657-2,"avenida cursino num 1348 - jardim da saude 41321 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0657-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
585,"JARDIM DAS IMBUIAS, SP",4531-4,"avenida carlos oberhuber num 446 - jardim floresta 4836130 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4531-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
586,"JARDIM ESTHER, SP",4720-1,"rua jose filipe da silva num 327 - jardim ester 537240 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4720-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
587,"JARDIM EUROPA, SP",1360-9,"avenida cidade jardim num 87 - jardim europa 14530 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1360-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
588,"JARDIM FRANCA, SP",2888-6,"avenida nova cantareira num 2811 - tucuruvi 23410 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2888-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
589,"JARDIM GIANETTI, SP",3180-1,"avenida nordestina num 5107/5177 - vila nova curuca 80320 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3180-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
590,"JARDIM HELENA, SP",2103-2,"avenida oliveira freire num 1078 - parque paulistano 8080570 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2103-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
591,"JARDIM IGUATEMI, SP",3198-4,"avenida ragueb chohfi num 4679 - jardim iguatemi 8380330 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3198-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
592,"JARDIM MARINGA, SP",2134-2,"avenida itaquera num 1561 - jardim maringa 35260 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2134-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
593,"JARDIM PAULISTA, SP",1370-6,"rua estados unidos num 292 - jardim america 14270 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1370-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
594,"JARDIM PERI, SP",0734-0,"avenida peri ronchetti num 667 - jardim peri 26330 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0734-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
595,"JARDIM SAO LUIZ, SP",3312-0,"rua arlindo fraga de oliveira num 5 - jardim sao luis 5843160 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3312-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
596,"JARDIM SUL, SP",4134-3,"avenida giovanni gronchi num 6230 - vila andrade 57242 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4134-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
597,"JARDIM TIETE, SP",2353-1,"avenida mateo bei num 413 - cidade sao mateus 39490 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2353-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
598,"JOAO DE LUCA, SP",0246-1,"avenida vereador joao de luca num 820 - jardim prudencia 43810 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0246-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
599,"JOAO DIAS, SP",2928-9,"avenida joao dias num 1669 - santo amaro 47232 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2928-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
600,"LAJEADO VELHO, SP",2038-9,"estrada do lageado velho num 1010 - vila iolanda(lajeado) 845156 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2038-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
601,"LARGO DO CAPAO, SP",4681-7,"praca professor mario dos santos num 45 - capao redondo 5866120 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4681-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
602,"LAUZANE, SP",4573-0,"avenida parada pinto num 2139 - vila nova cachoeirinha 26113 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4573-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
603,"LIBERO BADARO, SP",3053-8,"rua libero badaro num 509 - centro 10090 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3053-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
604,"LIMAO, SP",4069-0,"avenida professor celestino bourroul - limao 27101 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4069-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
605,"LUIS GOIS, SP",3211-5,"rua luis gois num 2095 - mirandopolis 4043400 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3211-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
606,"M BOI MIRIM, SP",0261-5,"estrada do m boi mirim num 909/913 - jardim das flores 490520 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0261-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
607,"MANDAQUI, SP",4074-6,"avenida zumkeller num 171 - parque mandaqui 24200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4074-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
608,"MARACATINS, SP",2995-5,"alameda dos maracatins num 634/636 - indianopolis 40891 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2995-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
609,"MARQUES DE SAO VICENTE, SP",3744-3,"avenida marques de sao vicente num 637 - varzea da barra funda 11391 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3744-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
610,"MATEO BEI, SP",4009-6,"avenida mateo bei num 1521/1525 - sao mateus 394911 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4009-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
611,"MAZZEI, SP",0271-2,"avenida mazzei num 799 - vila mazzei 23101 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0271-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
612,"METRO ADOLFO PINHEIRO, SP",4116-5,"rua padre jose de anchieta num 656 - santo amaro 47421 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4116-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
613,"METRO ANA ROSA, SP",4158-0,"avenida conselheiro rodrigues alves num 65 - vila mariana 401410 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4158-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
614,"METRO ARMENIA, SP",1412-5,"rua pedro vicente num 222 - luz 110910 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1412-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
615,"METRO CONCEICAO, SP",3191-7,"avenida engenheiro george corbisier num 86 - jabaquara 43450 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3191-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
616,"METRO SANTA CRUZ, SP",1374-9,"rua domingos de morais num 2444 - vila mariana 40360 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1374-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
617,"METRO SAUDE, SP",3117-8,"avenida jabaquara num 1185 - mirandopolis 40452 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3117-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
618,"MOEMA, SP",0251-8,"avenida ibirapuera num 1865 - indianopolis 4029100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0251-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
619,"MONCOES, SP",0988-1,"avenida padre antonio jose dos santos num 459 - brooklin paulista 456313 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0988-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
620,"MONTEIRO DE MELO, SP",3051-1,"rua monteiro de melo num 187/199 - lapa 50500 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3051-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
621,"MOOCA, SP",0259-3,"rua da mooca num 1973/1983 - mooca 31033 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0259-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
622,"MORUMBI, SP",4125-4,"avenida morumbi num 7976 - morumbi 47031 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4125-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
623,"MUSEU DO IPIRANGA, SP",4561-6,"avenida dom pedro i num 781 - ipiranga 15521 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4561-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
624,"NOSSA SENHORA DAS MERCES, SP",3994-2,"rua nossa senhora das merces num 1293 - saude 416511 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3994-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
625,"NOSSA SENHORA DO GUADALUPE, SP",1772-8,"estrada itaquera-guaianazes num 2128 - jardim helena 84200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1772-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
626,"NOSSA SENHORA DO O, SP",0260-7,"rua bonifacio cubas num 2/8 - freguesia do o 27310 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0260-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
627,"NOSSA SENHORA SABARA, SP",4142-4,"avenida nossa senhora do sabara num 705 - jardim marajoara 46852 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4142-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
628,"NOVA ACLIMACAO, SP",3107-0,"avenida da aclimacao num 775 - aclimacao 15311 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3107-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
629,"NOVA FARIA LIMA, SP",3049-0,"avenida brigadeiro faria lima num 4023/4027/4033/4041 - jardim paulistano 4538133 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3049-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
630,"NOVA GRANADA, SP",4130-0,"rua itingucu num 1054 - vila re 36580 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4130-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
631,"NOVA PARAISOPOLIS, SP",2136-9,"doutor flavio americo maurano num 1110 - fazenda morumbi 565620 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2136-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
632,"PACAEMBU, SP",4141-6,"praca charles miller num 16 - pacaembu 123410 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4141-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
633,"PAES DE BARROS, SP",1571-7,"avenida paes de barros num 3063 - parque da mooca 3149100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1571-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
634,"PARADA DE TAIPAS, SP",3582-3,"avenida raimundo pereira de magalhaes num 12495 - taipas 298995 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3582-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
635,"PARAISO, SP",1572-5,"rua treze de maio num 1970 - paraiso 13272 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1572-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
636,"PARAPUA, SP",4055-0,"avenida itaberaba num 1270 - freguesia do o 27390 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4055-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
637,"PARELHEIROS, SP",3579-3,"avenida sadamu inoue num 291 - jardim casa grande 48655 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3579-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
638,"PARI, SP",1166-5,"avenida carlos de campos num 160 - pari 30280 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1166-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
639,"PARQUE BOTURUSSU, SP",4717-1,"avenida sao miguel num 5757 - vila norma 80702 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4717-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
640,"PARQUE DA MOOCA, SP",2942-4,"avenida paes de barros num 1155 - mooca 311520 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2942-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
641,"PARQUE DO CARMO, SP",1934-8,"avenida maria luiza americano num 1698/1688 - cidade lider 82750 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1934-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
642,"PARQUE NOVO MUNDO, SP",4047-9,"praca novo mundo num 211/213 - parque novo mundo 21850 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4047-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
643,"PARQUE SAO DOMINGOS, SP",3012-0,"avenida mutinga num 1698 - pirituba 51100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3012-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
644,"PARQUE SAO JORGE, SP",1603-9,"rua antonio de barros num 319/321 - tatuape 30890 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1603-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
