,Nome Fantasia,Razao Social,Endereco,CNPJ,Agencia Vinculada,E-mail,Atividade
134,PDL IMOVEIS, PDL IMOVEIS E CONSULTORIA IMOB LTDA ME,"R DOUTOR BARROS JUNIOR 147,  - CENTRO
                                        26210-301.  - RJ
                                        (21) 30450251", 14.729.937/0001-07, 185, PDLIMOVEIS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
135,TK PROMOTORA DE VENDAS, CAMILLA VILELA NASCIMENTO 14458988700,"MATO GROSSO 1700, 00000 - LAGOINHA
                                        26296-000. NOVA IGUACU - RJ
                                        (21) 997202410", 33.034.159/0001-86, 673, CCACAIXA.COMERCIAL@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
136,******, DELCIDES BRAGA LEAL JUNIOR 08200811751,"AV MARECHAL CASTELO BRANCO 119 SL 307, 119 - CENTRO
                                        25850-000. PARAIBA DO SUL - RJ
                                        (24) 992296090", 24.613.276/0001-03, 925, CCACENTRAL@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
137,61596062 ANA CAROLINA DE JESUS REIS, 61596062 ANA CAROLINA DE JESUS REIS,"R BENTO GONCALVES PEREIRA 389 SALA 4, 00000 - PALHAS
                                        25850-000. PARAIBA DO SUL - RJ
                                        (24) 988814977", 61.596.062/0001-00, 925, FALVINE@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
138,POSTO DE VENDAS 29, CEREAIS BRAMIL LTDA,"RUA IRINEU REIS N 122, 122 - GRANJA CALIFORNIA
                                        26950-000. PATY DO ALFERES - RJ
                                        (24) 22516016", 32.296.378/0038-62, 4871, CREDITOCOBRANCA@GRUPOMIL.COM.B,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
139,CONSULTICRED, FAP Serviços de Correspondente Bancário,"Rua Irmaos Dangelom 39 SBJ 01,  - Centro
                                        25685-330.  - RJ
                                        (24) 981386389", 09.602.874/0002-74, 188, COMERCIAL@CONSULTICRED.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
140,CREDSEGURO, CREDSEGURO SERVICOS ASSOCIADOS E IMOBILIARIOS LTDA,"PEDRAS BRANCAS, 00000 - MOSELA
                                        25670-202. PETROPOLIS - RJ
                                        (2) 422371715", 36.158.196/0001-94, 188, CONTATO@CREDSEGURO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
141,GPM, GPM SERVICOS ASSOCIADOS LTDA ME,"RUA DO IMPERADOR, 75 - LOJA 04, 75 - CENTRO
                                        25620-002. PETROPOLIS - RJ
                                        (24) 988161071", 21.869.780/0001-80, 1651, GABRIELPOMPEI@YAHOO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
142,GPM SERVICOS ASSOCIADOS LTDA, GPM SERVICOS ASSOCIADOS LTDA,"R DO IMPERADOR 264 SALA 802, 264 - CENTRO
                                        25620-000. PETROPOLIS - RJ
                                        (24) 988161071", 21.869.780/0002-61, 187, GPMSERVICOSASSOCIADOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
143,HOMEREALIZE ASSESSORIA E CORRESPONDENTE LTDA, HOMEREALIZE ASSESSORIA E CORRESPONDENTE LTDA,"UNIAO E INDUSTRIA 10035 LOJA 205, 00000 - ITAIPAVA
                                        25730-740. PETROPOLIS - RJ
                                        (21) 990823790", 50.283.269/0001-09, 4146, HOMEREALIZE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
144,IMPERIAL CRED ITAIPAVA, IMPERIAL CRED ASSESSORIA FINANCEIRA LTDA,"EST UNIAO E INDUSTRIA 10126 LOJA 19, 00000 - ITAIPAVA
                                        25730-745. PETROPOLIS - RJ
                                        (21) 995892389", 18.872.171/0002-57, 1651, IMPERIAL.CRED@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
145,OBAA IMOVEIS, O.B.A.A. APOIO ADMINISTRATIVO E IMOVEIS LTDA,"R TERESA 156 LOJA 26, 156 - ALTO DA SERRA
                                        25625-018. PETROPOLIS - RJ
                                        (24) 992335147", 44.287.528/0001-69, 4146, GUSAVOADV@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
146,RJG INVEST LTDA, RJG INVEST LTDA,"R IRMAOS DANGELO 48  SALA 206, 00000 - CENTRO
                                        25685-330. PETROPOLIS - RJ
                                        (24) 988258451", 57.213.822/0001-78, 1651, REGIS.JG2014@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
147,SH SOLUCOES ADMINISTRATIVAS E SERVICO DE GESTAO EIRELI, SH SOLUCOES ADMINISTRATIVAS E SERVICO DE GESTAO EIRELI,"LEOPOLDINA 1248, 00000 - NOGUEIRA
                                        25730-203. PETROPOLIS - RJ
                                        (21) 998298193", 33.027.021/0001-50, 4162, FABIO.ARAUJO.MOZER@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
148,LU RODRIGUES CORRETORA, LUCILENE RODRIGUES CORRETORA,"Nilton Penna Botelho, 765 - Vale do Sol
                                        27197-000. PINHEIRAL - RJ
                                        (24) 999444818", 32.046.413/0001-01, 2171, LURODRIGUESCORRETORA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
149,VIEIRA DAIR ASSESSORIA LTDA ME, VIEIRA DAIR ASSESSORIA LTDA ME,"R DEP CARLOS PINTO FILHO 39 LOJA 10,  - CENTRO
                                        28390-000.  - RJ
                                        (22) 38421724", 24.734.995/0002-63, 656, VIERADAIR01@OUTLOOK.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
150,AM SOARES, D AVILA MATERIAIS DE INFORMATICA LTDA ME,"RUA VEREADOR MARINHO HEMETERIO OLIVEIRA 171 SLJ 01 E 03, 171 - CENTRO
                                        26325-281. QUEIMADOS - RJ
                                        (21) 27799888", 20.753.767/0001-07, 4097, GLEICE.DAVILAA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
151,DINCRED SOLUCOES FINANCEIRA, KATEMA PROMOTORA DE VENDAS S/S LTDA ME,"R PC AIDA 1446 LJ11 QD02 LT1446, 1446 - VL CAMARIM
                                        26383-320. QUEIMADOS - RJ
                                        (21) 86399914", 09.338.201/0002-59, 4097, SIDNEYBSANTOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
152,AGILIZE  ASSESSORIA IMOBILIARIA  EIRELI, AGILIZE  ASSESSORIA IMOBILIARIA  EIRELI,"ALBINO DE ALMEIDA, 00000 - CAMPOS ELISEOS
                                        27542-080. RESENDE - RJ
                                        (22) 999109903", 11.517.826/0004-91, 189, AG.0189@AGILIZECEF.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
153,ALPHACRED SOLUCOES, KARLA RODRIGUES DA LUZ,"AVENIDA TENENTE CORONEL ADALBERTO MENDES 235 LOJA 53 A, 235 - VILA JULIETA
                                        27521-130. RESENDE - RJ
                                        (24) 998741082", 35.551.575/0001-87, 3551, KARLA.R.LUZ@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
154,AME CONSULTORIA, AME CONSULTORIA IMOBILIARIA,"AV FAUSTO BARBOSA DINIZ 377 SL 11, 377 - COMERCIAL NOVA RESENDE
                                        27521-754. RESENDE - RJ
                                        (24) 999332912", 41.017.390/0001-90, 3551, AMECONSULTORIAECREDITO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
155,THETO, THETO ESCRITORIO E APOIO ADMINISTRATIVO,"AV ALBINO DE ALMEIDA 46 SALA 409, 49 - CAMPOS ELISEOS RESENDE RJ
                                        27542-070. RESENDE - RJ
                                        (24) 33554555", 35.957.714/0001-77, 189, thetoescritorio@hotmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
156,34014702 LUCIANA PERES ARAGAO TAVARES, 34014702 LUCIANA PERES ARAGAO TAVARES,"AVENIDA CIDADE DE CAMPOS L17 QUADRA 53, 00000 - JARDIM MARILEA
                                        28896-037. RIO DAS OSTRAS - RJ
                                        (22) 998131015", 34.014.702/0001-46, 4403, lucianapat094@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
157,49929943 FERNANDA REGUFFE COIMBRA, 49929943 FERNANDA REGUFFE COIMBRA,"R JOAO PESSOA 367, 00000 - JARDIM BELA VISTA
                                        28895-517. RIO DAS OSTRAS - RJ
                                        (22) 998901149", 49.929.943/0001-92, 2738, FRCAIXAAQUI@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
158,CRISCASA IMOBILIARIA, C L SERVICOS IMOBILIARIOS EIREILI,"RUA JANDIRA MORAIS PIMENTEL 85, 85 - CENTRO
                                        28890-000. RIO DAS OSTRAS - RJ
                                        (22) 27643994", 13.970.949/0001-66, 2738, DAYANA.NALIN@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
159,EDMUNDO LAR  CONSTRUCAO, R M SANTOS LAR E CONSTRUCAO LTDA,"AV NOSSA SENHORA APARECIDA, 00000 - MAR DO NORTE
                                        28898-072. RIO DAS OSTRAS - RJ
                                        (22) 996202680", 17.481.080/0001-47, 4022, RODRIGO.ALMEIDASANTOS@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
160,GLOBAL CREDIT, GLOBAL CREDIT CORRESPONDENTE BANCARIO LT,"rua maria leticia, 36 loja 03, 36 - centro
                                        28893-058. RIO DAS OSTRAS - RJ
                                        (22) 27641113", 16.698.291/0001-73, 2738, CLAUDIALEMOS.ADV@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
161,IMOVEIS VALOR, VALOR NEGOCIOS ADMINISTRADORA ASSESSORIA E IMOBILIARIA EIRELI,"J, 00000 - RES MARIA TURRI
                                        28891-220. RIO DAS OSTRAS - RJ
                                        (22) 981516104", 34.079.107/0001-99, 2738, RODRIGO@VALORNEGOCIOS.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
162,NUMBER ONE IMOVEIS, M R A COMERCIO DE IMOVEIS LTDA,"RUA LUIZA VIANA 104 SL 02, 104 - NOVO RIO DAS OSTRAS
                                        28893-470. RIO DAS OSTRAS - RJ
                                        (22) 997332368", 44.188.903/0001-13, 184, mrafinanciamento@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
163,ONIX NEGOCIOS IMOBILIARIOS LTDA, ONIX NEGOCIOS IMOBILIARIOS LTDA,"PAULO VIANNA, 00000 - NOVO RIO DAS OSTRAS
                                        28893-458. RIO DAS OSTRAS - RJ
                                        (22) 999114546", 23.557.700/0001-87, 2738, A.EMERICK@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
164,QUEIROZ AVILA CONTABILIDADE & ASSESSORIA, QUEIROZ AVILA CONTABILIDADE & ASSESSORIA LTDA,"R JOSE LUZENTE 16 LJ 04, RIO DAS OSTRAS, RJ, 16 - ATLANTICA
                                        28895-668. RIO DAS OSTRAS - RJ
                                        (22) 22195482", 22.798.438/0001-08, 4403, CONTABILIDADE@QUEIROZAVILA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
165,REGISTER SERVICOS ADMINISTRATIVOS LTDA, REGISTER SERVICOS ADMINISTRATIVOS LTDA,"EST PROFESSOR LEANDRO FARIA SARZEDAS 1300 SL 01 SPRO 3001, 00000 - VILLAGE RIO DAS OSTRAS
                                        28895-638. RIO DAS OSTRAS - RJ
                                        (22) 992377477", 55.700.654/0001-10, 2738, CREDITOREGISTER@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
166,RIO LITORAL, RIO LITORAL EMPREENDIMENTOS LTDA,"R NOVA IGUACU 01 LOJA, 1 - ATLANTICA
                                        28895-678. RIO DAS OSTRAS - RJ
                                        (22) 27647289", 09.535.810/0001-17, 4403, ELAINEOLIVEIRA@RIOLITORAL.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
167,VIA CASA, L T N CONSULTORIA IMOBILIARIA,"rua jane maria martins figueira 1371 loja 01,  - jardim marilea
                                        28890-000.  - RJ
                                        (22) 27649494", 11.631.768/0001-80, 4403, VIACASAIMOVEIS.CAIXA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
168,CERTIDÃO OK, CERTIDÃO OK SERV DE DESPACH LTDA,"R ENGENHEIRO HAROLDO CAVALCANTI 00634  APT 201, 634 - RECREIO DOS BANDEIRANTES
                                        22795-240. RIO DE JANEIRO - RJ
                                        (21) 980582565", 10.348.311/0001-08, 1624, MICHELE@CERTIDAOOK.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
169,CONFIANCA CRED, CONFIANCA ASSESSORIA E CONSULTORIA DE CREDITO E FINANCIAMENTO LTDA,"EST DOS TRES RIOS, 1200 - FREGUESIA (JACAREPAGUA)
                                        22745-005. RIO DE JANEIRO - RJ
                                        (21) 24249420", 10.560.334/0001-73, 544, CONTATO@CONFIANCAASSESSORIA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
170,FILADELPHIA IMOVEIS, FILADELFIA ASS IMOB S.S. LTDA ME,"RUA SANTA LUZIA 776 SL 703,  - CENTRO
                                        20030-042.  - RJ
                                        (21) 25240731", 03.707.381/0001-31, 3225, ROBERTO@FILADELPHIAIMOVEIS.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
